name,waitTime,currentStatus,date,time,isRide
Walt Disney Presents,,OPERATING,04-01-2026,10:15,True
Alien Swirling Saucers,45.0,OPERATING,04-01-2026,10:15,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,10:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,10:15,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,10:15,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,10:15,True
The Twilight Zone™ Tower of Terror,80.0,OPERATING,04-01-2026,10:15,True
Toy Story Mania!,50.0,OPERATING,04-01-2026,10:15,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,10:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,10:15,True
Millennium Falcon: Smugglers Run,115.0,OPERATING,04-01-2026,10:30,True
Walt Disney Presents,,OPERATING,04-01-2026,10:30,True
Alien Swirling Saucers,45.0,OPERATING,04-01-2026,10:30,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,10:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,10:30,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,10:30,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,10:30,True
The Twilight Zone™ Tower of Terror,70.0,OPERATING,04-01-2026,10:30,True
Toy Story Mania!,60.0,OPERATING,04-01-2026,10:30,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,10:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,10:30,True
Millennium Falcon: Smugglers Run,120.0,OPERATING,04-01-2026,10:45,True
Walt Disney Presents,,OPERATING,04-01-2026,10:45,True
Alien Swirling Saucers,50.0,OPERATING,04-01-2026,10:45,True
Slinky Dog Dash,140.0,OPERATING,04-01-2026,10:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,10:45,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,10:45,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,10:45,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-01-2026,10:45,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,10:45,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,10:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,10:45,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,11:00,True
Walt Disney Presents,,OPERATING,04-01-2026,11:00,True
Alien Swirling Saucers,50.0,OPERATING,04-01-2026,11:00,True
Slinky Dog Dash,140.0,OPERATING,04-01-2026,11:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,11:00,True
Mickey & Minnie's Runaway Railway,75.0,OPERATING,04-01-2026,11:00,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,11:00,True
The Twilight Zone™ Tower of Terror,65.0,OPERATING,04-01-2026,11:00,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,11:00,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,11:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,11:00,True
Millennium Falcon: Smugglers Run,70.0,OPERATING,04-01-2026,11:15,True
Walt Disney Presents,,OPERATING,04-01-2026,11:15,True
Alien Swirling Saucers,40.0,OPERATING,04-01-2026,11:15,True
Slinky Dog Dash,140.0,OPERATING,04-01-2026,11:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,11:15,True
Mickey & Minnie's Runaway Railway,,DOWN,04-01-2026,11:15,True
Star Wars: Rise of the Resistance,80.0,OPERATING,04-01-2026,11:15,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-01-2026,11:15,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,11:15,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,11:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,11:15,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-01-2026,11:30,True
Walt Disney Presents,,OPERATING,04-01-2026,11:30,True
Alien Swirling Saucers,60.0,OPERATING,04-01-2026,11:30,True
Slinky Dog Dash,130.0,OPERATING,04-01-2026,11:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,11:30,True
Mickey & Minnie's Runaway Railway,30.0,OPERATING,04-01-2026,11:30,True
Star Wars: Rise of the Resistance,90.0,OPERATING,04-01-2026,11:30,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-01-2026,11:30,True
Toy Story Mania!,75.0,OPERATING,04-01-2026,11:30,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,11:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,11:30,True
Millennium Falcon: Smugglers Run,55.0,OPERATING,04-01-2026,11:45,True
Walt Disney Presents,,OPERATING,04-01-2026,11:45,True
Alien Swirling Saucers,60.0,OPERATING,04-01-2026,11:45,True
Slinky Dog Dash,130.0,OPERATING,04-01-2026,11:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,11:45,True
Mickey & Minnie's Runaway Railway,55.0,OPERATING,04-01-2026,11:45,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,11:45,True
The Twilight Zone™ Tower of Terror,50.0,OPERATING,04-01-2026,11:45,True
Toy Story Mania!,60.0,OPERATING,04-01-2026,11:45,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,11:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,11:45,True
Millennium Falcon: Smugglers Run,85.0,OPERATING,04-01-2026,12:00,True
Walt Disney Presents,,OPERATING,04-01-2026,12:00,True
Alien Swirling Saucers,45.0,OPERATING,04-01-2026,12:00,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,12:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,12:00,True
Mickey & Minnie's Runaway Railway,55.0,OPERATING,04-01-2026,12:00,True
Star Wars: Rise of the Resistance,90.0,OPERATING,04-01-2026,12:00,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-01-2026,12:00,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,12:00,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,12:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,12:00,True
Millennium Falcon: Smugglers Run,85.0,OPERATING,04-01-2026,12:15,True
Walt Disney Presents,,OPERATING,04-01-2026,12:15,True
Alien Swirling Saucers,45.0,OPERATING,04-01-2026,12:15,True
Slinky Dog Dash,,DOWN,04-01-2026,12:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,12:15,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,12:15,True
Star Wars: Rise of the Resistance,90.0,OPERATING,04-01-2026,12:15,True
The Twilight Zone™ Tower of Terror,65.0,OPERATING,04-01-2026,12:15,True
Toy Story Mania!,60.0,OPERATING,04-01-2026,12:15,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,12:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,12:15,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,12:30,True
Walt Disney Presents,,OPERATING,04-01-2026,12:30,True
Alien Swirling Saucers,50.0,OPERATING,04-01-2026,12:30,True
Slinky Dog Dash,,DOWN,04-01-2026,12:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,12:30,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,12:30,True
Star Wars: Rise of the Resistance,80.0,OPERATING,04-01-2026,12:30,True
The Twilight Zone™ Tower of Terror,80.0,OPERATING,04-01-2026,12:30,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,12:30,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,12:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,12:30,True
Millennium Falcon: Smugglers Run,110.0,OPERATING,04-01-2026,12:45,True
Walt Disney Presents,,OPERATING,04-01-2026,12:45,True
Alien Swirling Saucers,55.0,OPERATING,04-01-2026,12:45,True
Slinky Dog Dash,,DOWN,04-01-2026,12:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,12:45,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,12:45,True
Star Wars: Rise of the Resistance,90.0,OPERATING,04-01-2026,12:45,True
The Twilight Zone™ Tower of Terror,65.0,OPERATING,04-01-2026,12:45,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,12:45,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-01-2026,12:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,12:45,True
Millennium Falcon: Smugglers Run,110.0,OPERATING,04-01-2026,13:00,True
Walt Disney Presents,,OPERATING,04-01-2026,13:00,True
Alien Swirling Saucers,50.0,OPERATING,04-01-2026,13:00,True
Slinky Dog Dash,,DOWN,04-01-2026,13:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,13:00,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,13:00,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,13:00,True
The Twilight Zone™ Tower of Terror,75.0,OPERATING,04-01-2026,13:00,True
Toy Story Mania!,65.0,OPERATING,04-01-2026,13:00,True
Star Tours – The Adventures Continue,40.0,OPERATING,04-01-2026,13:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,13:00,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,13:15,True
Walt Disney Presents,,OPERATING,04-01-2026,13:15,True
Alien Swirling Saucers,50.0,OPERATING,04-01-2026,13:15,True
Slinky Dog Dash,,DOWN,04-01-2026,13:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,13:15,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,13:15,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,13:15,True
The Twilight Zone™ Tower of Terror,80.0,OPERATING,04-01-2026,13:15,True
Toy Story Mania!,65.0,OPERATING,04-01-2026,13:15,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-01-2026,13:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,13:15,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,13:30,True
Walt Disney Presents,,OPERATING,04-01-2026,13:30,True
Alien Swirling Saucers,40.0,OPERATING,04-01-2026,13:30,True
Slinky Dog Dash,,DOWN,04-01-2026,13:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,13:30,True
Mickey & Minnie's Runaway Railway,75.0,OPERATING,04-01-2026,13:30,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,13:30,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-01-2026,13:30,True
Toy Story Mania!,65.0,OPERATING,04-01-2026,13:30,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-01-2026,13:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,13:30,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,13:45,True
Walt Disney Presents,,OPERATING,04-01-2026,13:45,True
Alien Swirling Saucers,35.0,OPERATING,04-01-2026,13:45,True
Slinky Dog Dash,,DOWN,04-01-2026,13:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,13:45,True
Mickey & Minnie's Runaway Railway,80.0,OPERATING,04-01-2026,13:45,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,13:45,True
The Twilight Zone™ Tower of Terror,95.0,OPERATING,04-01-2026,13:45,True
Toy Story Mania!,70.0,OPERATING,04-01-2026,13:45,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-01-2026,13:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,13:45,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,14:00,True
Walt Disney Presents,,OPERATING,04-01-2026,14:00,True
Alien Swirling Saucers,45.0,OPERATING,04-01-2026,14:00,True
Slinky Dog Dash,,DOWN,04-01-2026,14:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,14:00,True
Mickey & Minnie's Runaway Railway,85.0,OPERATING,04-01-2026,14:00,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,14:00,True
The Twilight Zone™ Tower of Terror,130.0,OPERATING,04-01-2026,14:00,True
Toy Story Mania!,60.0,OPERATING,04-01-2026,14:00,True
Star Tours – The Adventures Continue,45.0,OPERATING,04-01-2026,14:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,14:00,True
Millennium Falcon: Smugglers Run,85.0,OPERATING,04-01-2026,14:15,True
Walt Disney Presents,,OPERATING,04-01-2026,14:15,True
Alien Swirling Saucers,60.0,OPERATING,04-01-2026,14:15,True
Slinky Dog Dash,,DOWN,04-01-2026,14:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,14:15,True
Mickey & Minnie's Runaway Railway,80.0,OPERATING,04-01-2026,14:15,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,14:15,True
The Twilight Zone™ Tower of Terror,130.0,OPERATING,04-01-2026,14:15,True
Toy Story Mania!,60.0,OPERATING,04-01-2026,14:15,True
Star Tours – The Adventures Continue,40.0,OPERATING,04-01-2026,14:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,14:15,True
Millennium Falcon: Smugglers Run,85.0,OPERATING,04-01-2026,14:30,True
Walt Disney Presents,,OPERATING,04-01-2026,14:30,True
Alien Swirling Saucers,60.0,OPERATING,04-01-2026,14:30,True
Slinky Dog Dash,,DOWN,04-01-2026,14:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,14:30,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-01-2026,14:30,True
Star Wars: Rise of the Resistance,95.0,OPERATING,04-01-2026,14:30,True
The Twilight Zone™ Tower of Terror,70.0,OPERATING,04-01-2026,14:30,True
Toy Story Mania!,70.0,OPERATING,04-01-2026,14:30,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-01-2026,14:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,14:30,True
Millennium Falcon: Smugglers Run,90.0,OPERATING,04-01-2026,14:45,True
Walt Disney Presents,,OPERATING,04-01-2026,14:45,True
Alien Swirling Saucers,55.0,OPERATING,04-01-2026,14:45,True
Slinky Dog Dash,,DOWN,04-01-2026,14:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,14:45,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,14:45,True
Star Wars: Rise of the Resistance,90.0,OPERATING,04-01-2026,14:45,True
The Twilight Zone™ Tower of Terror,70.0,OPERATING,04-01-2026,14:45,True
Toy Story Mania!,65.0,OPERATING,04-01-2026,14:45,True
Star Tours – The Adventures Continue,15.0,OPERATING,04-01-2026,14:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,14:45,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,15:00,True
Walt Disney Presents,,OPERATING,04-01-2026,15:00,True
Alien Swirling Saucers,40.0,OPERATING,04-01-2026,15:00,True
Slinky Dog Dash,130.0,OPERATING,04-01-2026,15:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,15:00,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,15:00,True
Star Wars: Rise of the Resistance,90.0,OPERATING,04-01-2026,15:00,True
The Twilight Zone™ Tower of Terror,35.0,OPERATING,04-01-2026,15:00,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,15:00,True
Star Tours – The Adventures Continue,15.0,OPERATING,04-01-2026,15:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,15:00,True
Millennium Falcon: Smugglers Run,95.0,OPERATING,04-01-2026,15:15,True
Walt Disney Presents,,OPERATING,04-01-2026,15:15,True
Alien Swirling Saucers,50.0,OPERATING,04-01-2026,15:15,True
Slinky Dog Dash,85.0,OPERATING,04-01-2026,15:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,15:15,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,15:15,True
Star Wars: Rise of the Resistance,85.0,OPERATING,04-01-2026,15:15,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-01-2026,15:15,True
Toy Story Mania!,50.0,OPERATING,04-01-2026,15:15,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-01-2026,15:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,15:15,True
Millennium Falcon: Smugglers Run,85.0,OPERATING,04-01-2026,15:30,True
Walt Disney Presents,,OPERATING,04-01-2026,15:30,True
Alien Swirling Saucers,30.0,OPERATING,04-01-2026,15:30,True
Slinky Dog Dash,105.0,OPERATING,04-01-2026,15:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,15:30,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,15:30,True
Star Wars: Rise of the Resistance,80.0,OPERATING,04-01-2026,15:30,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-01-2026,15:30,True
Toy Story Mania!,40.0,OPERATING,04-01-2026,15:30,True
Star Tours – The Adventures Continue,15.0,OPERATING,04-01-2026,15:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,15:30,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-01-2026,15:45,True
Walt Disney Presents,,OPERATING,04-01-2026,15:45,True
Alien Swirling Saucers,45.0,OPERATING,04-01-2026,15:45,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,15:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,15:45,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,15:45,True
Star Wars: Rise of the Resistance,80.0,OPERATING,04-01-2026,15:45,True
The Twilight Zone™ Tower of Terror,65.0,OPERATING,04-01-2026,15:45,True
Toy Story Mania!,45.0,OPERATING,04-01-2026,15:45,True
Star Tours – The Adventures Continue,15.0,OPERATING,04-01-2026,15:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,15:45,True
Millennium Falcon: Smugglers Run,40.0,OPERATING,04-01-2026,16:00,True
Walt Disney Presents,,OPERATING,04-01-2026,16:00,True
Alien Swirling Saucers,30.0,OPERATING,04-01-2026,16:00,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,16:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,16:00,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-01-2026,16:00,True
Star Wars: Rise of the Resistance,80.0,OPERATING,04-01-2026,16:00,True
The Twilight Zone™ Tower of Terror,105.0,OPERATING,04-01-2026,16:00,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,16:00,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-01-2026,16:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,16:00,True
Millennium Falcon: Smugglers Run,75.0,OPERATING,04-01-2026,16:15,True
Walt Disney Presents,,OPERATING,04-01-2026,16:15,True
Alien Swirling Saucers,35.0,OPERATING,04-01-2026,16:15,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,16:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,16:15,True
Mickey & Minnie's Runaway Railway,45.0,OPERATING,04-01-2026,16:15,True
Star Wars: Rise of the Resistance,80.0,OPERATING,04-01-2026,16:15,True
The Twilight Zone™ Tower of Terror,120.0,OPERATING,04-01-2026,16:15,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,16:15,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-01-2026,16:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,16:15,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-01-2026,16:30,True
Walt Disney Presents,,OPERATING,04-01-2026,16:30,True
Alien Swirling Saucers,35.0,OPERATING,04-01-2026,16:30,True
Slinky Dog Dash,120.0,OPERATING,04-01-2026,16:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-01-2026,16:30,True
Mickey & Minnie's Runaway Railway,45.0,OPERATING,04-01-2026,16:30,True
Star Wars: Rise of the Resistance,55.0,OPERATING,04-01-2026,16:30,True
The Twilight Zone™ Tower of Terror,85.0,OPERATING,04-01-2026,16:30,True
Toy Story Mania!,55.0,OPERATING,04-01-2026,16:30,True
Star Tours – The Adventures Continue,5.0,OPERATING,04-01-2026,16:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-01-2026,16:30,True
